,Year,value,indicator,Country Code,Country Name,Region,Income Group,Lending Type
9565,1990,130.0,AG.LND.FRST.K2,MHL,Marshall Islands,East Asia & Pacific,Upper middle income,IDA
9566,1991,94.0,AG.LND.FRST.K2,MHL,Marshall Islands,East Asia & Pacific,Upper middle income,IDA
9567,1992,94.0,AG.LND.FRST.K2,MHL,Marshall Islands,East Asia & Pacific,Upper middle income,IDA
9568,1993,94.0,AG.LND.FRST.K2,MHL,Marshall Islands,East Asia & Pacific,Upper middle income,IDA
9569,1994,94.0,AG.LND.FRST.K2,MHL,Marshall Islands,East Asia & Pacific,Upper middle income,IDA
9570,1995,94.0,AG.LND.FRST.K2,MHL,Marshall Islands,East Asia & Pacific,Upper middle income,IDA
9571,1996,94.0,AG.LND.FRST.K2,MHL,Marshall Islands,East Asia & Pacific,Upper middle income,IDA
9572,1997,94.0,AG.LND.FRST.K2,MHL,Marshall Islands,East Asia & Pacific,Upper middle income,IDA
9573,1998,94.0,AG.LND.FRST.K2,MHL,Marshall Islands,East Asia & Pacific,Upper middle income,IDA
9574,1999,94.0,AG.LND.FRST.K2,MHL,Marshall Islands,East Asia & Pacific,Upper middle income,IDA
9575,2000,94.0,AG.LND.FRST.K2,MHL,Marshall Islands,East Asia & Pacific,Upper middle income,IDA
9576,2001,94.0,AG.LND.FRST.K2,MHL,Marshall Islands,East Asia & Pacific,Upper middle income,IDA
9577,2002,94.0,AG.LND.FRST.K2,MHL,Marshall Islands,East Asia & Pacific,Upper middle income,IDA
9578,2003,94.0,AG.LND.FRST.K2,MHL,Marshall Islands,East Asia & Pacific,Upper middle income,IDA
9579,2004,94.0,AG.LND.FRST.K2,MHL,Marshall Islands,East Asia & Pacific,Upper middle income,IDA
9580,2005,94.0,AG.LND.FRST.K2,MHL,Marshall Islands,East Asia & Pacific,Upper middle income,IDA
9581,2006,94.0,AG.LND.FRST.K2,MHL,Marshall Islands,East Asia & Pacific,Upper middle income,IDA
9582,2007,94.0,AG.LND.FRST.K2,MHL,Marshall Islands,East Asia & Pacific,Upper middle income,IDA
9583,2008,94.0,AG.LND.FRST.K2,MHL,Marshall Islands,East Asia & Pacific,Upper middle income,IDA
9584,2009,94.0,AG.LND.FRST.K2,MHL,Marshall Islands,East Asia & Pacific,Upper middle income,IDA
9585,2010,94.0,AG.LND.FRST.K2,MHL,Marshall Islands,East Asia & Pacific,Upper middle income,IDA
9586,2011,94.0,AG.LND.FRST.K2,MHL,Marshall Islands,East Asia & Pacific,Upper middle income,IDA
9587,2012,94.0,AG.LND.FRST.K2,MHL,Marshall Islands,East Asia & Pacific,Upper middle income,IDA
9588,2013,94.0,AG.LND.FRST.K2,MHL,Marshall Islands,East Asia & Pacific,Upper middle income,IDA
9589,2014,94.0,AG.LND.FRST.K2,MHL,Marshall Islands,East Asia & Pacific,Upper middle income,IDA
9590,2015,94.0,AG.LND.FRST.K2,MHL,Marshall Islands,East Asia & Pacific,Upper middle income,IDA
9591,2016,94.0,AG.LND.FRST.K2,MHL,Marshall Islands,East Asia & Pacific,Upper middle income,IDA
9592,2017,94.0,AG.LND.FRST.K2,MHL,Marshall Islands,East Asia & Pacific,Upper middle income,IDA
9593,2018,94.0,AG.LND.FRST.K2,MHL,Marshall Islands,East Asia & Pacific,Upper middle income,IDA
9594,1990,4760.4,AG.LND.FRST.K2,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
9595,1991,4706.0,AG.LND.FRST.K2,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
9596,1992,4651.6,AG.LND.FRST.K2,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
9597,1993,4597.2,AG.LND.FRST.K2,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
9598,1994,4542.8,AG.LND.FRST.K2,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
9599,1995,4488.4,AG.LND.FRST.K2,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
9600,1996,4434.0,AG.LND.FRST.K2,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
9601,1997,4379.6,AG.LND.FRST.K2,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
9602,1998,4325.2,AG.LND.FRST.K2,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
9603,1999,4270.8,AG.LND.FRST.K2,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
9604,2000,4216.4,AG.LND.FRST.K2,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
9605,2001,4162.0,AG.LND.FRST.K2,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
9606,2002,4107.6,AG.LND.FRST.K2,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
9607,2003,4053.2,AG.LND.FRST.K2,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
9608,2004,3998.8,AG.LND.FRST.K2,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
9609,2005,3944.4,AG.LND.FRST.K2,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
9610,2006,3890.0,AG.LND.FRST.K2,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
9611,2007,3835.6,AG.LND.FRST.K2,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
9612,2008,3781.2,AG.LND.FRST.K2,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
9613,2009,3726.8,AG.LND.FRST.K2,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
9614,2010,3672.4,AG.LND.FRST.K2,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
9615,2011,3618.0,AG.LND.FRST.K2,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
9616,2012,3563.6,AG.LND.FRST.K2,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
9617,2013,3509.2,AG.LND.FRST.K2,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
9618,2014,3454.8,AG.LND.FRST.K2,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
9619,2015,3400.4,AG.LND.FRST.K2,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
9620,2016,3346.0,AG.LND.FRST.K2,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
9621,2017,3292.0,AG.LND.FRST.K2,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
9622,2018,3237.0,AG.LND.FRST.K2,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
9623,1990,410.7,AG.LND.FRST.K2,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
9624,1991,411.56,AG.LND.FRST.K2,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
9625,1992,412.42,AG.LND.FRST.K2,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
9626,1993,413.28,AG.LND.FRST.K2,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
9627,1994,414.14,AG.LND.FRST.K2,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
9628,1995,415.0,AG.LND.FRST.K2,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
9629,1996,415.86,AG.LND.FRST.K2,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
9630,1997,416.72,AG.LND.FRST.K2,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
9631,1998,417.58,AG.LND.FRST.K2,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
9632,1999,418.44,AG.LND.FRST.K2,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
9633,2000,419.3,AG.LND.FRST.K2,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
9634,2001,415.76,AG.LND.FRST.K2,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
9635,2002,412.22,AG.LND.FRST.K2,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
9636,2003,408.68,AG.LND.FRST.K2,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
9637,2004,405.14,AG.LND.FRST.K2,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
9638,2005,401.6,AG.LND.FRST.K2,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
9639,2006,398.06,AG.LND.FRST.K2,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
9640,2007,394.52,AG.LND.FRST.K2,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
9641,2008,390.98,AG.LND.FRST.K2,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
9642,2009,387.44,AG.LND.FRST.K2,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
9643,2010,383.9,AG.LND.FRST.K2,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
9644,2011,383.72,AG.LND.FRST.K2,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
9645,2012,383.54,AG.LND.FRST.K2,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
9646,2013,383.36,AG.LND.FRST.K2,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
9647,2014,383.18,AG.LND.FRST.K2,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
9648,2015,383.0,AG.LND.FRST.K2,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
9649,2016,382.9,AG.LND.FRST.K2,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
9650,2017,386.5,AG.LND.FRST.K2,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
9651,2018,386.9,AG.LND.FRST.K2,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
9652,1990,705916.5,AG.LND.FRST.K2,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
9653,1991,703706.2,AG.LND.FRST.K2,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
9654,1992,701495.9,AG.LND.FRST.K2,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
9655,1993,699285.6,AG.LND.FRST.K2,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
9656,1994,697075.3,AG.LND.FRST.K2,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
9657,1995,694865.0,AG.LND.FRST.K2,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
9658,1996,692654.7,AG.LND.FRST.K2,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
9659,1997,690444.4,AG.LND.FRST.K2,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
9660,1998,688234.1,AG.LND.FRST.K2,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
9661,1999,686023.8,AG.LND.FRST.K2,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
9662,2000,683813.5,AG.LND.FRST.K2,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
9663,2001,682375.46,AG.LND.FRST.K2,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
9664,2002,680937.42,AG.LND.FRST.K2,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
9665,2003,679499.38,AG.LND.FRST.K2,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
9666,2004,678061.34,AG.LND.FRST.K2,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
9667,2005,676623.3,AG.LND.FRST.K2,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
9668,2006,675185.26,AG.LND.FRST.K2,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
9669,2007,673747.22,AG.LND.FRST.K2,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
9670,2008,672309.18,AG.LND.FRST.K2,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
9671,2009,670871.14,AG.LND.FRST.K2,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
9672,2010,669433.1,AG.LND.FRST.K2,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
9673,2011,668208.3,AG.LND.FRST.K2,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
9674,2012,666983.5,AG.LND.FRST.K2,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
9675,2013,665758.7,AG.LND.FRST.K2,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
9676,2014,664533.9,AG.LND.FRST.K2,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
9677,2015,663309.1,AG.LND.FRST.K2,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
9678,2016,662031.5,AG.LND.FRST.K2,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
9679,2017,660753.8,AG.LND.FRST.K2,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
9680,2018,659476.1,AG.LND.FRST.K2,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
9681,1990,640.0,AG.LND.FRST.K2,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
9682,1991,636.08,AG.LND.FRST.K2,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
9683,1992,636.36,AG.LND.FRST.K2,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
9684,1993,636.64,AG.LND.FRST.K2,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
9685,1994,636.92,AG.LND.FRST.K2,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
9686,1995,637.2,AG.LND.FRST.K2,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
9687,1996,637.48,AG.LND.FRST.K2,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
9688,1997,637.76,AG.LND.FRST.K2,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
9689,1998,638.04,AG.LND.FRST.K2,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
9690,1999,638.32,AG.LND.FRST.K2,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
9691,2000,638.6,AG.LND.FRST.K2,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
9692,2001,638.87,AG.LND.FRST.K2,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
9693,2002,639.14,AG.LND.FRST.K2,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
9694,2003,639.41,AG.LND.FRST.K2,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
9695,2004,639.68,AG.LND.FRST.K2,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
9696,2005,639.95,AG.LND.FRST.K2,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
9697,2006,640.22,AG.LND.FRST.K2,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
9698,2007,640.49,AG.LND.FRST.K2,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
9699,2008,640.76,AG.LND.FRST.K2,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
9700,2009,641.03,AG.LND.FRST.K2,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
9701,2010,641.3,AG.LND.FRST.K2,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
9702,2011,641.58,AG.LND.FRST.K2,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
9703,2012,641.86,AG.LND.FRST.K2,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
9704,2013,642.14,AG.LND.FRST.K2,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
9705,2014,642.42,AG.LND.FRST.K2,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
9706,2015,642.7,AG.LND.FRST.K2,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
9707,2016,643.0,AG.LND.FRST.K2,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
9708,2017,643.3,AG.LND.FRST.K2,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
9709,2018,643.6,AG.LND.FRST.K2,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
9710,1990,3190.0,AG.LND.FRST.K2,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
9711,1991,3190.0,AG.LND.FRST.K2,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
9712,1992,3292.0,AG.LND.FRST.K2,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
9713,1993,3311.0,AG.LND.FRST.K2,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
9714,1994,3330.0,AG.LND.FRST.K2,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
9715,1995,3349.0,AG.LND.FRST.K2,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
9716,1996,3368.0,AG.LND.FRST.K2,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
9717,1997,3387.0,AG.LND.FRST.K2,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
9718,1998,3406.0,AG.LND.FRST.K2,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
9719,1999,3425.0,AG.LND.FRST.K2,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
9720,2000,3444.0,AG.LND.FRST.K2,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
9721,2001,3474.1,AG.LND.FRST.K2,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
9722,2002,3504.2,AG.LND.FRST.K2,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
9723,2003,3534.3,AG.LND.FRST.K2,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
9724,2004,3564.4,AG.LND.FRST.K2,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
9725,2005,3594.5,AG.LND.FRST.K2,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
9726,2006,3624.6,AG.LND.FRST.K2,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
9727,2007,3654.7,AG.LND.FRST.K2,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
9728,2008,3684.8,AG.LND.FRST.K2,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
9729,2009,3714.9,AG.LND.FRST.K2,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
9730,2010,3745.0,AG.LND.FRST.K2,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
9731,2011,3768.8,AG.LND.FRST.K2,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
9732,2012,3792.6,AG.LND.FRST.K2,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
9733,2013,3816.4,AG.LND.FRST.K2,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
9734,2014,3840.2,AG.LND.FRST.K2,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
9735,2015,3864.0,AG.LND.FRST.K2,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
9736,2016,3865.0,AG.LND.FRST.K2,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
9737,2017,3865.0,AG.LND.FRST.K2,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
9738,2018,3865.0,AG.LND.FRST.K2,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
9739,1990,0.0,AG.LND.FRST.K2,MCO,Monaco,Europe & Central Asia,High income,Not classified
9740,1991,0.0,AG.LND.FRST.K2,MCO,Monaco,Europe & Central Asia,High income,Not classified
9741,1992,0.0,AG.LND.FRST.K2,MCO,Monaco,Europe & Central Asia,High income,Not classified
9742,1993,0.0,AG.LND.FRST.K2,MCO,Monaco,Europe & Central Asia,High income,Not classified
9743,1994,0.0,AG.LND.FRST.K2,MCO,Monaco,Europe & Central Asia,High income,Not classified
9744,1995,0.0,AG.LND.FRST.K2,MCO,Monaco,Europe & Central Asia,High income,Not classified
9745,1996,0.0,AG.LND.FRST.K2,MCO,Monaco,Europe & Central Asia,High income,Not classified
9746,1997,0.0,AG.LND.FRST.K2,MCO,Monaco,Europe & Central Asia,High income,Not classified
9747,1998,0.0,AG.LND.FRST.K2,MCO,Monaco,Europe & Central Asia,High income,Not classified
9748,1999,0.0,AG.LND.FRST.K2,MCO,Monaco,Europe & Central Asia,High income,Not classified
9749,2000,0.0,AG.LND.FRST.K2,MCO,Monaco,Europe & Central Asia,High income,Not classified
9750,2001,0.0,AG.LND.FRST.K2,MCO,Monaco,Europe & Central Asia,High income,Not classified
9751,2002,0.0,AG.LND.FRST.K2,MCO,Monaco,Europe & Central Asia,High income,Not classified
9752,2003,0.0,AG.LND.FRST.K2,MCO,Monaco,Europe & Central Asia,High income,Not classified
9753,2004,0.0,AG.LND.FRST.K2,MCO,Monaco,Europe & Central Asia,High income,Not classified
9754,2005,0.0,AG.LND.FRST.K2,MCO,Monaco,Europe & Central Asia,High income,Not classified
9755,2006,0.0,AG.LND.FRST.K2,MCO,Monaco,Europe & Central Asia,High income,Not classified
9756,2007,0.0,AG.LND.FRST.K2,MCO,Monaco,Europe & Central Asia,High income,Not classified
9757,2008,0.0,AG.LND.FRST.K2,MCO,Monaco,Europe & Central Asia,High income,Not classified
9758,2009,0.0,AG.LND.FRST.K2,MCO,Monaco,Europe & Central Asia,High income,Not classified
9759,2010,0.0,AG.LND.FRST.K2,MCO,Monaco,Europe & Central Asia,High income,Not classified
9760,2011,0.0,AG.LND.FRST.K2,MCO,Monaco,Europe & Central Asia,High income,Not classified
9761,2012,0.0,AG.LND.FRST.K2,MCO,Monaco,Europe & Central Asia,High income,Not classified
9762,2013,0.0,AG.LND.FRST.K2,MCO,Monaco,Europe & Central Asia,High income,Not classified
9763,2014,0.0,AG.LND.FRST.K2,MCO,Monaco,Europe & Central Asia,High income,Not classified
9764,2015,0.0,AG.LND.FRST.K2,MCO,Monaco,Europe & Central Asia,High income,Not classified
9765,2016,0.0,AG.LND.FRST.K2,MCO,Monaco,Europe & Central Asia,High income,Not classified
9766,2017,0.0,AG.LND.FRST.K2,MCO,Monaco,Europe & Central Asia,High income,Not classified
9767,2018,0.0,AG.LND.FRST.K2,MCO,Monaco,Europe & Central Asia,High income,Not classified
9768,1990,143520.0,AG.LND.FRST.K2,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
9769,1991,143431.9,AG.LND.FRST.K2,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
9770,1992,143343.8,AG.LND.FRST.K2,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
9771,1993,143255.7,AG.LND.FRST.K2,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
9772,1994,143167.6,AG.LND.FRST.K2,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
9773,1995,143079.5,AG.LND.FRST.K2,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
9774,1996,142991.4,AG.LND.FRST.K2,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
9775,1997,142903.3,AG.LND.FRST.K2,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
9776,1998,142815.2,AG.LND.FRST.K2,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
9777,1999,142727.1,AG.LND.FRST.K2,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
9778,2000,142639.0,AG.LND.FRST.K2,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
9779,2001,142559.0,AG.LND.FRST.K2,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
9780,2002,142479.0,AG.LND.FRST.K2,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
9781,2003,142399.0,AG.LND.FRST.K2,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
9782,2004,142319.0,AG.LND.FRST.K2,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
9783,2005,142239.0,AG.LND.FRST.K2,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
9784,2006,142159.0,AG.LND.FRST.K2,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
9785,2007,142079.0,AG.LND.FRST.K2,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
9786,2008,141999.0,AG.LND.FRST.K2,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
9787,2009,141919.0,AG.LND.FRST.K2,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
9788,2010,141839.0,AG.LND.FRST.K2,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
9789,2011,141827.86,AG.LND.FRST.K2,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
9790,2012,141816.72,AG.LND.FRST.K2,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
9791,2013,141805.58,AG.LND.FRST.K2,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
9792,2014,141794.44,AG.LND.FRST.K2,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
9793,2015,141783.3,AG.LND.FRST.K2,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
9794,2016,141772.2,AG.LND.FRST.K2,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
9795,2017,141761.1,AG.LND.FRST.K2,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
9796,2018,141750.0,AG.LND.FRST.K2,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
9797,1990,6260.0,AG.LND.FRST.K2,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
9798,1991,6260.0,AG.LND.FRST.K2,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
9799,1992,6260.0,AG.LND.FRST.K2,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
9800,1993,6260.0,AG.LND.FRST.K2,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
9801,1994,6260.0,AG.LND.FRST.K2,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
9802,1995,6260.0,AG.LND.FRST.K2,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
9803,1996,6260.0,AG.LND.FRST.K2,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
9804,1997,6260.0,AG.LND.FRST.K2,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
9805,1998,6260.0,AG.LND.FRST.K2,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
9806,1999,6260.0,AG.LND.FRST.K2,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
9807,2000,6260.0,AG.LND.FRST.K2,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
9808,2001,6260.0,AG.LND.FRST.K2,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
9809,2002,6260.0,AG.LND.FRST.K2,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
9810,2003,6260.0,AG.LND.FRST.K2,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
