,Year,value,indicator,Country Code,Country Name,Region,Income Group,Lending Type
579,1994,22767.66,AG.LND.FRST.K2,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
580,1995,22583.75,AG.LND.FRST.K2,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
581,1996,22399.84,AG.LND.FRST.K2,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
582,1997,22215.93,AG.LND.FRST.K2,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
583,1998,22032.02,AG.LND.FRST.K2,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
584,1999,21848.11,AG.LND.FRST.K2,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
585,2000,21664.2,AG.LND.FRST.K2,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
586,2001,21601.4,AG.LND.FRST.K2,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
587,2002,21538.6,AG.LND.FRST.K2,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
588,2003,21475.8,AG.LND.FRST.K2,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
589,2004,21413.0,AG.LND.FRST.K2,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
590,2005,21350.2,AG.LND.FRST.K2,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
591,2006,21287.4,AG.LND.FRST.K2,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
592,2007,21224.6,AG.LND.FRST.K2,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
593,2008,21161.8,AG.LND.FRST.K2,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
594,2009,21099.0,AG.LND.FRST.K2,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
595,2010,21036.2,AG.LND.FRST.K2,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
596,2011,21086.6,AG.LND.FRST.K2,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
597,2012,21137.0,AG.LND.FRST.K2,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
598,2013,21187.4,AG.LND.FRST.K2,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
599,2014,21237.8,AG.LND.FRST.K2,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
600,2015,21288.2,AG.LND.FRST.K2,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
601,2016,21256.6,AG.LND.FRST.K2,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
602,2017,21225.0,AG.LND.FRST.K2,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
603,2018,21193.4,AG.LND.FRST.K2,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
604,1990,3024500.0,AG.LND.FRST.K2,USA,United States,North America,High income,Not classified
605,1991,3025586.0,AG.LND.FRST.K2,USA,United States,North America,High income,Not classified
606,1992,3026672.0,AG.LND.FRST.K2,USA,United States,North America,High income,Not classified
607,1993,3027758.0,AG.LND.FRST.K2,USA,United States,North America,High income,Not classified
608,1994,3028844.0,AG.LND.FRST.K2,USA,United States,North America,High income,Not classified
609,1995,3029930.0,AG.LND.FRST.K2,USA,United States,North America,High income,Not classified
610,1996,3031016.0,AG.LND.FRST.K2,USA,United States,North America,High income,Not classified
611,1997,3032102.0,AG.LND.FRST.K2,USA,United States,North America,High income,Not classified
612,1998,3033188.0,AG.LND.FRST.K2,USA,United States,North America,High income,Not classified
613,1999,3034274.0,AG.LND.FRST.K2,USA,United States,North America,High income,Not classified
614,2000,3035360.0,AG.LND.FRST.K2,USA,United States,North America,High income,Not classified
615,2001,3040544.0,AG.LND.FRST.K2,USA,United States,North America,High income,Not classified
616,2002,3045728.0,AG.LND.FRST.K2,USA,United States,North America,High income,Not classified
617,2003,3050912.0,AG.LND.FRST.K2,USA,United States,North America,High income,Not classified
618,2004,3056096.0,AG.LND.FRST.K2,USA,United States,North America,High income,Not classified
619,2005,3061280.0,AG.LND.FRST.K2,USA,United States,North America,High income,Not classified
620,2006,3066464.0,AG.LND.FRST.K2,USA,United States,North America,High income,Not classified
621,2007,3071648.0,AG.LND.FRST.K2,USA,United States,North America,High income,Not classified
622,2008,3076832.0,AG.LND.FRST.K2,USA,United States,North America,High income,Not classified
623,2009,3082016.0,AG.LND.FRST.K2,USA,United States,North America,High income,Not classified
624,2010,3087200.0,AG.LND.FRST.K2,USA,United States,North America,High income,Not classified
625,2011,3089950.0,AG.LND.FRST.K2,USA,United States,North America,High income,Not classified
626,2012,3092700.0,AG.LND.FRST.K2,USA,United States,North America,High income,Not classified
627,2013,3095450.0,AG.LND.FRST.K2,USA,United States,North America,High income,Not classified
628,2014,3098200.0,AG.LND.FRST.K2,USA,United States,North America,High income,Not classified
629,2015,3100950.0,AG.LND.FRST.K2,USA,United States,North America,High income,Not classified
630,2016,3100950.0,AG.LND.FRST.K2,USA,United States,North America,High income,Not classified
631,2017,3097950.0,AG.LND.FRST.K2,USA,United States,North America,High income,Not classified
632,2018,3097950.0,AG.LND.FRST.K2,USA,United States,North America,High income,Not classified
633,1990,12412311.0,SP.POP.TOTL,AFG,Afghanistan,South Asia,Low income,IDA
634,1991,13299016.0,SP.POP.TOTL,AFG,Afghanistan,South Asia,Low income,IDA
635,1992,14485543.0,SP.POP.TOTL,AFG,Afghanistan,South Asia,Low income,IDA
636,1993,15816601.0,SP.POP.TOTL,AFG,Afghanistan,South Asia,Low income,IDA
637,1994,17075728.0,SP.POP.TOTL,AFG,Afghanistan,South Asia,Low income,IDA
638,1995,18110662.0,SP.POP.TOTL,AFG,Afghanistan,South Asia,Low income,IDA
639,1996,18853444.0,SP.POP.TOTL,AFG,Afghanistan,South Asia,Low income,IDA
640,1997,19357126.0,SP.POP.TOTL,AFG,Afghanistan,South Asia,Low income,IDA
641,1998,19737770.0,SP.POP.TOTL,AFG,Afghanistan,South Asia,Low income,IDA
642,1999,20170847.0,SP.POP.TOTL,AFG,Afghanistan,South Asia,Low income,IDA
643,2000,20779957.0,SP.POP.TOTL,AFG,Afghanistan,South Asia,Low income,IDA
644,2001,21606992.0,SP.POP.TOTL,AFG,Afghanistan,South Asia,Low income,IDA
645,2002,22600774.0,SP.POP.TOTL,AFG,Afghanistan,South Asia,Low income,IDA
646,2003,23680871.0,SP.POP.TOTL,AFG,Afghanistan,South Asia,Low income,IDA
647,2004,24726689.0,SP.POP.TOTL,AFG,Afghanistan,South Asia,Low income,IDA
648,2005,25654274.0,SP.POP.TOTL,AFG,Afghanistan,South Asia,Low income,IDA
649,2006,26433058.0,SP.POP.TOTL,AFG,Afghanistan,South Asia,Low income,IDA
650,2007,27100542.0,SP.POP.TOTL,AFG,Afghanistan,South Asia,Low income,IDA
651,2008,27722281.0,SP.POP.TOTL,AFG,Afghanistan,South Asia,Low income,IDA
652,2009,28394806.0,SP.POP.TOTL,AFG,Afghanistan,South Asia,Low income,IDA
653,2010,29185511.0,SP.POP.TOTL,AFG,Afghanistan,South Asia,Low income,IDA
654,2011,30117411.0,SP.POP.TOTL,AFG,Afghanistan,South Asia,Low income,IDA
655,2012,31161378.0,SP.POP.TOTL,AFG,Afghanistan,South Asia,Low income,IDA
656,2013,32269592.0,SP.POP.TOTL,AFG,Afghanistan,South Asia,Low income,IDA
657,2014,33370804.0,SP.POP.TOTL,AFG,Afghanistan,South Asia,Low income,IDA
658,2015,34413603.0,SP.POP.TOTL,AFG,Afghanistan,South Asia,Low income,IDA
659,2016,35383028.0,SP.POP.TOTL,AFG,Afghanistan,South Asia,Low income,IDA
660,2017,36296111.0,SP.POP.TOTL,AFG,Afghanistan,South Asia,Low income,IDA
661,2018,37171922.0,SP.POP.TOTL,AFG,Afghanistan,South Asia,Low income,IDA
662,1990,103171957.0,SP.POP.TOTL,BGD,Bangladesh,South Asia,Lower middle income,IDA
663,1991,105599125.0,SP.POP.TOTL,BGD,Bangladesh,South Asia,Lower middle income,IDA
664,1992,107983708.0,SP.POP.TOTL,BGD,Bangladesh,South Asia,Lower middle income,IDA
665,1993,110350641.0,SP.POP.TOTL,BGD,Bangladesh,South Asia,Lower middle income,IDA
666,1994,112737684.0,SP.POP.TOTL,BGD,Bangladesh,South Asia,Lower middle income,IDA
667,1995,115169933.0,SP.POP.TOTL,BGD,Bangladesh,South Asia,Lower middle income,IDA
668,1996,117649927.0,SP.POP.TOTL,BGD,Bangladesh,South Asia,Lower middle income,IDA
669,1997,120160571.0,SP.POP.TOTL,BGD,Bangladesh,South Asia,Lower middle income,IDA
670,1998,122682818.0,SP.POP.TOTL,BGD,Bangladesh,South Asia,Lower middle income,IDA
671,1999,125189655.0,SP.POP.TOTL,BGD,Bangladesh,South Asia,Lower middle income,IDA
672,2000,127657862.0,SP.POP.TOTL,BGD,Bangladesh,South Asia,Lower middle income,IDA
673,2001,130088709.0,SP.POP.TOTL,BGD,Bangladesh,South Asia,Lower middle income,IDA
674,2002,132478077.0,SP.POP.TOTL,BGD,Bangladesh,South Asia,Lower middle income,IDA
675,2003,134791598.0,SP.POP.TOTL,BGD,Bangladesh,South Asia,Lower middle income,IDA
676,2004,136986429.0,SP.POP.TOTL,BGD,Bangladesh,South Asia,Lower middle income,IDA
677,2005,139035505.0,SP.POP.TOTL,BGD,Bangladesh,South Asia,Lower middle income,IDA
678,2006,140921154.0,SP.POP.TOTL,BGD,Bangladesh,South Asia,Lower middle income,IDA
679,2007,142660381.0,SP.POP.TOTL,BGD,Bangladesh,South Asia,Lower middle income,IDA
680,2008,144304164.0,SP.POP.TOTL,BGD,Bangladesh,South Asia,Lower middle income,IDA
681,2009,145924795.0,SP.POP.TOTL,BGD,Bangladesh,South Asia,Lower middle income,IDA
682,2010,147575433.0,SP.POP.TOTL,BGD,Bangladesh,South Asia,Lower middle income,IDA
683,2011,149273134.0,SP.POP.TOTL,BGD,Bangladesh,South Asia,Lower middle income,IDA
684,2012,151005733.0,SP.POP.TOTL,BGD,Bangladesh,South Asia,Lower middle income,IDA
685,2013,152761413.0,SP.POP.TOTL,BGD,Bangladesh,South Asia,Lower middle income,IDA
686,2014,154517385.0,SP.POP.TOTL,BGD,Bangladesh,South Asia,Lower middle income,IDA
687,2015,156256287.0,SP.POP.TOTL,BGD,Bangladesh,South Asia,Lower middle income,IDA
688,2016,157977151.0,SP.POP.TOTL,BGD,Bangladesh,South Asia,Lower middle income,IDA
689,2017,159685421.0,SP.POP.TOTL,BGD,Bangladesh,South Asia,Lower middle income,IDA
690,2018,161376713.0,SP.POP.TOTL,BGD,Bangladesh,South Asia,Lower middle income,IDA
691,1990,59326.0,SP.POP.TOTL,BMU,Bermuda,North America,High income,Not classified
692,1991,59021.0,SP.POP.TOTL,BMU,Bermuda,North America,High income,Not classified
693,1992,58595.0,SP.POP.TOTL,BMU,Bermuda,North America,High income,Not classified
694,1993,58910.0,SP.POP.TOTL,BMU,Bermuda,North America,High income,Not classified
695,1994,59320.0,SP.POP.TOTL,BMU,Bermuda,North America,High income,Not classified
696,1995,59746.0,SP.POP.TOTL,BMU,Bermuda,North America,High income,Not classified
697,1996,60129.0,SP.POP.TOTL,BMU,Bermuda,North America,High income,Not classified
698,1997,60497.0,SP.POP.TOTL,BMU,Bermuda,North America,High income,Not classified
699,1998,60943.0,SP.POP.TOTL,BMU,Bermuda,North America,High income,Not classified
700,1999,61285.0,SP.POP.TOTL,BMU,Bermuda,North America,High income,Not classified
701,2000,61833.0,SP.POP.TOTL,BMU,Bermuda,North America,High income,Not classified
702,2001,62504.0,SP.POP.TOTL,BMU,Bermuda,North America,High income,Not classified
703,2002,62912.0,SP.POP.TOTL,BMU,Bermuda,North America,High income,Not classified
704,2003,63325.0,SP.POP.TOTL,BMU,Bermuda,North America,High income,Not classified
705,2004,63740.0,SP.POP.TOTL,BMU,Bermuda,North America,High income,Not classified
706,2005,64154.0,SP.POP.TOTL,BMU,Bermuda,North America,High income,Not classified
707,2006,64523.0,SP.POP.TOTL,BMU,Bermuda,North America,High income,Not classified
708,2007,64888.0,SP.POP.TOTL,BMU,Bermuda,North America,High income,Not classified
709,2008,65273.0,SP.POP.TOTL,BMU,Bermuda,North America,High income,Not classified
710,2009,65636.0,SP.POP.TOTL,BMU,Bermuda,North America,High income,Not classified
711,2010,65124.0,SP.POP.TOTL,BMU,Bermuda,North America,High income,Not classified
712,2011,64564.0,SP.POP.TOTL,BMU,Bermuda,North America,High income,Not classified
713,2012,64798.0,SP.POP.TOTL,BMU,Bermuda,North America,High income,Not classified
714,2013,65001.0,SP.POP.TOTL,BMU,Bermuda,North America,High income,Not classified
715,2014,65138.0,SP.POP.TOTL,BMU,Bermuda,North America,High income,Not classified
716,2015,65237.0,SP.POP.TOTL,BMU,Bermuda,North America,High income,Not classified
717,2016,64554.0,SP.POP.TOTL,BMU,Bermuda,North America,High income,Not classified
718,2017,63873.0,SP.POP.TOTL,BMU,Bermuda,North America,High income,Not classified
719,2018,63919.0,SP.POP.TOTL,BMU,Bermuda,North America,High income,Not classified
720,1990,530801.0,SP.POP.TOTL,BTN,Bhutan,South Asia,Lower middle income,IDA
721,1991,534637.0,SP.POP.TOTL,BTN,Bhutan,South Asia,Lower middle income,IDA
722,1992,534525.0,SP.POP.TOTL,BTN,Bhutan,South Asia,Lower middle income,IDA
723,1993,532590.0,SP.POP.TOTL,BTN,Bhutan,South Asia,Lower middle income,IDA
724,1994,531905.0,SP.POP.TOTL,BTN,Bhutan,South Asia,Lower middle income,IDA
725,1995,534629.0,SP.POP.TOTL,BTN,Bhutan,South Asia,Lower middle income,IDA
726,1996,541471.0,SP.POP.TOTL,BTN,Bhutan,South Asia,Lower middle income,IDA
727,1997,551713.0,SP.POP.TOTL,BTN,Bhutan,South Asia,Lower middle income,IDA
728,1998,564378.0,SP.POP.TOTL,BTN,Bhutan,South Asia,Lower middle income,IDA
729,1999,577886.0,SP.POP.TOTL,BTN,Bhutan,South Asia,Lower middle income,IDA
730,2000,591014.0,SP.POP.TOTL,BTN,Bhutan,South Asia,Lower middle income,IDA
731,2001,603643.0,SP.POP.TOTL,BTN,Bhutan,South Asia,Lower middle income,IDA
732,2002,616025.0,SP.POP.TOTL,BTN,Bhutan,South Asia,Lower middle income,IDA
733,2003,627840.0,SP.POP.TOTL,BTN,Bhutan,South Asia,Lower middle income,IDA
734,2004,638809.0,SP.POP.TOTL,BTN,Bhutan,South Asia,Lower middle income,IDA
735,2005,648744.0,SP.POP.TOTL,BTN,Bhutan,South Asia,Lower middle income,IDA
736,2006,657404.0,SP.POP.TOTL,BTN,Bhutan,South Asia,Lower middle income,IDA
737,2007,664873.0,SP.POP.TOTL,BTN,Bhutan,South Asia,Lower middle income,IDA
738,2008,671611.0,SP.POP.TOTL,BTN,Bhutan,South Asia,Lower middle income,IDA
739,2009,678329.0,SP.POP.TOTL,BTN,Bhutan,South Asia,Lower middle income,IDA
740,2010,685502.0,SP.POP.TOTL,BTN,Bhutan,South Asia,Lower middle income,IDA
741,2011,693297.0,SP.POP.TOTL,BTN,Bhutan,South Asia,Lower middle income,IDA
742,2012,701582.0,SP.POP.TOTL,BTN,Bhutan,South Asia,Lower middle income,IDA
743,2013,710235.0,SP.POP.TOTL,BTN,Bhutan,South Asia,Lower middle income,IDA
744,2014,719053.0,SP.POP.TOTL,BTN,Bhutan,South Asia,Lower middle income,IDA
745,2015,727885.0,SP.POP.TOTL,BTN,Bhutan,South Asia,Lower middle income,IDA
746,2016,736706.0,SP.POP.TOTL,BTN,Bhutan,South Asia,Lower middle income,IDA
747,2017,745563.0,SP.POP.TOTL,BTN,Bhutan,South Asia,Lower middle income,IDA
748,2018,754396.0,SP.POP.TOTL,BTN,Bhutan,South Asia,Lower middle income,IDA
749,1990,27691138.0,SP.POP.TOTL,CAN,Canada,North America,High income,Not classified
750,1991,28037420.0,SP.POP.TOTL,CAN,Canada,North America,High income,Not classified
751,1992,28371264.0,SP.POP.TOTL,CAN,Canada,North America,High income,Not classified
752,1993,28684764.0,SP.POP.TOTL,CAN,Canada,North America,High income,Not classified
753,1994,29000663.0,SP.POP.TOTL,CAN,Canada,North America,High income,Not classified
754,1995,29302311.0,SP.POP.TOTL,CAN,Canada,North America,High income,Not classified
755,1996,29610218.0,SP.POP.TOTL,CAN,Canada,North America,High income,Not classified
756,1997,29905948.0,SP.POP.TOTL,CAN,Canada,North America,High income,Not classified
757,1998,30155173.0,SP.POP.TOTL,CAN,Canada,North America,High income,Not classified
758,1999,30401286.0,SP.POP.TOTL,CAN,Canada,North America,High income,Not classified
759,2000,30685730.0,SP.POP.TOTL,CAN,Canada,North America,High income,Not classified
760,2001,31020902.0,SP.POP.TOTL,CAN,Canada,North America,High income,Not classified
761,2002,31360079.0,SP.POP.TOTL,CAN,Canada,North America,High income,Not classified
762,2003,31644028.0,SP.POP.TOTL,CAN,Canada,North America,High income,Not classified
763,2004,31940655.0,SP.POP.TOTL,CAN,Canada,North America,High income,Not classified
764,2005,32243753.0,SP.POP.TOTL,CAN,Canada,North America,High income,Not classified
765,2006,32571174.0,SP.POP.TOTL,CAN,Canada,North America,High income,Not classified
766,2007,32889025.0,SP.POP.TOTL,CAN,Canada,North America,High income,Not classified
767,2008,33247118.0,SP.POP.TOTL,CAN,Canada,North America,High income,Not classified
768,2009,33628895.0,SP.POP.TOTL,CAN,Canada,North America,High income,Not classified
769,2010,34004889.0,SP.POP.TOTL,CAN,Canada,North America,High income,Not classified
770,2011,34339328.0,SP.POP.TOTL,CAN,Canada,North America,High income,Not classified
771,2012,34714222.0,SP.POP.TOTL,CAN,Canada,North America,High income,Not classified
772,2013,35082954.0,SP.POP.TOTL,CAN,Canada,North America,High income,Not classified
773,2014,35437435.0,SP.POP.TOTL,CAN,Canada,North America,High income,Not classified
774,2015,35702908.0,SP.POP.TOTL,CAN,Canada,North America,High income,Not classified
775,2016,36109487.0,SP.POP.TOTL,CAN,Canada,North America,High income,Not classified
776,2017,36545295.0,SP.POP.TOTL,CAN,Canada,North America,High income,Not classified
777,2018,37065178.0,SP.POP.TOTL,CAN,Canada,North America,High income,Not classified
778,1990,873277799.0,SP.POP.TOTL,IND,India,South Asia,Lower middle income,IBRD
779,1991,891273202.0,SP.POP.TOTL,IND,India,South Asia,Lower middle income,IBRD
780,1992,909307018.0,SP.POP.TOTL,IND,India,South Asia,Lower middle income,IBRD
781,1993,927403866.0,SP.POP.TOTL,IND,India,South Asia,Lower middle income,IBRD
782,1994,945601828.0,SP.POP.TOTL,IND,India,South Asia,Lower middle income,IBRD
783,1995,963922586.0,SP.POP.TOTL,IND,India,South Asia,Lower middle income,IBRD
784,1996,982365248.0,SP.POP.TOTL,IND,India,South Asia,Lower middle income,IBRD
785,1997,1000900028.0,SP.POP.TOTL,IND,India,South Asia,Lower middle income,IBRD
786,1998,1019483586.0,SP.POP.TOTL,IND,India,South Asia,Lower middle income,IBRD
787,1999,1038058154.0,SP.POP.TOTL,IND,India,South Asia,Lower middle income,IBRD
788,2000,1056575548.0,SP.POP.TOTL,IND,India,South Asia,Lower middle income,IBRD
789,2001,1075000094.0,SP.POP.TOTL,IND,India,South Asia,Lower middle income,IBRD
790,2002,1093317187.0,SP.POP.TOTL,IND,India,South Asia,Lower middle income,IBRD
791,2003,1111523146.0,SP.POP.TOTL,IND,India,South Asia,Lower middle income,IBRD
792,2004,1129623466.0,SP.POP.TOTL,IND,India,South Asia,Lower middle income,IBRD
793,2005,1147609924.0,SP.POP.TOTL,IND,India,South Asia,Lower middle income,IBRD
794,2006,1165486291.0,SP.POP.TOTL,IND,India,South Asia,Lower middle income,IBRD
795,2007,1183209471.0,SP.POP.TOTL,IND,India,South Asia,Lower middle income,IBRD
796,2008,1200669762.0,SP.POP.TOTL,IND,India,South Asia,Lower middle income,IBRD
797,2009,1217726217.0,SP.POP.TOTL,IND,India,South Asia,Lower middle income,IBRD
798,2010,1234281163.0,SP.POP.TOTL,IND,India,South Asia,Lower middle income,IBRD
799,2011,1250287939.0,SP.POP.TOTL,IND,India,South Asia,Lower middle income,IBRD
800,2012,1265780243.0,SP.POP.TOTL,IND,India,South Asia,Lower middle income,IBRD
801,2013,1280842119.0,SP.POP.TOTL,IND,India,South Asia,Lower middle income,IBRD
802,2014,1295600768.0,SP.POP.TOTL,IND,India,South Asia,Lower middle income,IBRD
803,2015,1310152392.0,SP.POP.TOTL,IND,India,South Asia,Lower middle income,IBRD
804,2016,1324517250.0,SP.POP.TOTL,IND,India,South Asia,Lower middle income,IBRD
805,2017,1338676779.0,SP.POP.TOTL,IND,India,South Asia,Lower middle income,IBRD
806,2018,1352642283.0,SP.POP.TOTL,IND,India,South Asia,Lower middle income,IBRD
807,1990,223159.0,SP.POP.TOTL,MDV,Maldives,South Asia,Upper middle income,IDA
808,1991,229743.0,SP.POP.TOTL,MDV,Maldives,South Asia,Upper middle income,IDA
809,1992,236271.0,SP.POP.TOTL,MDV,Maldives,South Asia,Upper middle income,IDA
810,1993,242596.0,SP.POP.TOTL,MDV,Maldives,South Asia,Upper middle income,IDA
811,1994,248582.0,SP.POP.TOTL,MDV,Maldives,South Asia,Upper middle income,IDA
812,1995,254144.0,SP.POP.TOTL,MDV,Maldives,South Asia,Upper middle income,IDA
813,1996,259178.0,SP.POP.TOTL,MDV,Maldives,South Asia,Upper middle income,IDA
814,1997,263836.0,SP.POP.TOTL,MDV,Maldives,South Asia,Upper middle income,IDA
815,1998,268445.0,SP.POP.TOTL,MDV,Maldives,South Asia,Upper middle income,IDA
816,1999,273522.0,SP.POP.TOTL,MDV,Maldives,South Asia,Upper middle income,IDA
817,2000,279396.0,SP.POP.TOTL,MDV,Maldives,South Asia,Upper middle income,IDA
818,2001,286309.0,SP.POP.TOTL,MDV,Maldives,South Asia,Upper middle income,IDA
819,2002,294185.0,SP.POP.TOTL,MDV,Maldives,South Asia,Upper middle income,IDA
820,2003,302681.0,SP.POP.TOTL,MDV,Maldives,South Asia,Upper middle income,IDA
821,2004,311265.0,SP.POP.TOTL,MDV,Maldives,South Asia,Upper middle income,IDA
822,2005,319604.0,SP.POP.TOTL,MDV,Maldives,South Asia,Upper middle income,IDA
823,2006,327489.0,SP.POP.TOTL,MDV,Maldives,South Asia,Upper middle income,IDA
824,2007,335172.0,SP.POP.TOTL,MDV,Maldives,South Asia,Upper middle income,IDA
825,2008,343448.0,SP.POP.TOTL,MDV,Maldives,South Asia,Upper middle income,IDA
826,2009,353391.0,SP.POP.TOTL,MDV,Maldives,South Asia,Upper middle income,IDA
827,2010,365730.0,SP.POP.TOTL,MDV,Maldives,South Asia,Upper middle income,IDA
828,2011,380493.0,SP.POP.TOTL,MDV,Maldives,South Asia,Upper middle income,IDA
829,2012,397231.0,SP.POP.TOTL,MDV,Maldives,South Asia,Upper middle income,IDA
830,2013,415592.0,SP.POP.TOTL,MDV,Maldives,South Asia,Upper middle income,IDA
831,2014,435018.0,SP.POP.TOTL,MDV,Maldives,South Asia,Upper middle income,IDA
832,2015,454914.0,SP.POP.TOTL,MDV,Maldives,South Asia,Upper middle income,IDA
833,2016,475505.0,SP.POP.TOTL,MDV,Maldives,South Asia,Upper middle income,IDA
834,2017,496398.0,SP.POP.TOTL,MDV,Maldives,South Asia,Upper middle income,IDA
835,2018,515704.0,SP.POP.TOTL,MDV,Maldives,South Asia,Upper middle income,IDA
836,1990,18905480.0,SP.POP.TOTL,NPL,Nepal,South Asia,Lower middle income,IDA
837,1991,19405506.0,SP.POP.TOTL,NPL,Nepal,South Asia,Lower middle income,IDA
838,1992,19938322.0,SP.POP.TOTL,NPL,Nepal,South Asia,Lower middle income,IDA
839,1993,20489973.0,SP.POP.TOTL,NPL,Nepal,South Asia,Lower middle income,IDA
840,1994,21040899.0,SP.POP.TOTL,NPL,Nepal,South Asia,Lower middle income,IDA
841,1995,21576074.0,SP.POP.TOTL,NPL,Nepal,South Asia,Lower middle income,IDA
842,1996,22090352.0,SP.POP.TOTL,NPL,Nepal,South Asia,Lower middle income,IDA
843,1997,22584772.0,SP.POP.TOTL,NPL,Nepal,South Asia,Lower middle income,IDA
844,1998,23057875.0,SP.POP.TOTL,NPL,Nepal,South Asia,Lower middle income,IDA
845,1999,23509971.0,SP.POP.TOTL,NPL,Nepal,South Asia,Lower middle income,IDA
846,2000,23941099.0,SP.POP.TOTL,NPL,Nepal,South Asia,Lower middle income,IDA
847,2001,24347113.0,SP.POP.TOTL,NPL,Nepal,South Asia,Lower middle income,IDA
848,2002,24725625.0,SP.POP.TOTL,NPL,Nepal,South Asia,Lower middle income,IDA
849,2003,25080880.0,SP.POP.TOTL,NPL,Nepal,South Asia,Lower middle income,IDA
850,2004,25419337.0,SP.POP.TOTL,NPL,Nepal,South Asia,Lower middle income,IDA
851,2005,25744500.0,SP.POP.TOTL,NPL,Nepal,South Asia,Lower middle income,IDA
852,2006,26066687.0,SP.POP.TOTL,NPL,Nepal,South Asia,Lower middle income,IDA
853,2007,26382586.0,SP.POP.TOTL,NPL,Nepal,South Asia,Lower middle income,IDA
854,2008,26666581.0,SP.POP.TOTL,NPL,Nepal,South Asia,Lower middle income,IDA
855,2009,26883531.0,SP.POP.TOTL,NPL,Nepal,South Asia,Lower middle income,IDA
856,2010,27013207.0,SP.POP.TOTL,NPL,Nepal,South Asia,Lower middle income,IDA
857,2011,27041220.0,SP.POP.TOTL,NPL,Nepal,South Asia,Lower middle income,IDA
858,2012,26989160.0,SP.POP.TOTL,NPL,Nepal,South Asia,Lower middle income,IDA
859,2013,26916795.0,SP.POP.TOTL,NPL,Nepal,South Asia,Lower middle income,IDA
860,2014,26905982.0,SP.POP.TOTL,NPL,Nepal,South Asia,Lower middle income,IDA
861,2015,27015033.0,SP.POP.TOTL,NPL,Nepal,South Asia,Lower middle income,IDA
862,2016,27263430.0,SP.POP.TOTL,NPL,Nepal,South Asia,Lower middle income,IDA
863,2017,27632682.0,SP.POP.TOTL,NPL,Nepal,South Asia,Lower middle income,IDA
864,2018,28095712.0,SP.POP.TOTL,NPL,Nepal,South Asia,Lower middle income,IDA
865,1990,107647918.0,SP.POP.TOTL,PAK,Pakistan,South Asia,Lower middle income,Blend
866,1991,110778655.0,SP.POP.TOTL,PAK,Pakistan,South Asia,Lower middle income,Blend
867,1992,113911126.0,SP.POP.TOTL,PAK,Pakistan,South Asia,Lower middle income,Blend
868,1993,117086680.0,SP.POP.TOTL,PAK,Pakistan,South Asia,Lower middle income,Blend
869,1994,120362764.0,SP.POP.TOTL,PAK,Pakistan,South Asia,Lower middle income,Blend
870,1995,123776835.0,SP.POP.TOTL,PAK,Pakistan,South Asia,Lower middle income,Blend
871,1996,127349293.0,SP.POP.TOTL,PAK,Pakistan,South Asia,Lower middle income,Blend
872,1997,131057432.0,SP.POP.TOTL,PAK,Pakistan,South Asia,Lower middle income,Blend
873,1998,134843233.0,SP.POP.TOTL,PAK,Pakistan,South Asia,Lower middle income,Blend
874,1999,138624625.0,SP.POP.TOTL,PAK,Pakistan,South Asia,Lower middle income,Blend
875,2000,142343583.0,SP.POP.TOTL,PAK,Pakistan,South Asia,Lower middle income,Blend
876,2001,145978408.0,SP.POP.TOTL,PAK,Pakistan,South Asia,Lower middle income,Blend
877,2002,149549695.0,SP.POP.TOTL,PAK,Pakistan,South Asia,Lower middle income,Blend
878,2003,153093371.0,SP.POP.TOTL,PAK,Pakistan,South Asia,Lower middle income,Blend
879,2004,156664698.0,SP.POP.TOTL,PAK,Pakistan,South Asia,Lower middle income,Blend
880,2005,160304007.0,SP.POP.TOTL,PAK,Pakistan,South Asia,Lower middle income,Blend
881,2006,164022626.0,SP.POP.TOTL,PAK,Pakistan,South Asia,Lower middle income,Blend
882,2007,167808106.0,SP.POP.TOTL,PAK,Pakistan,South Asia,Lower middle income,Blend
883,2008,171648984.0,SP.POP.TOTL,PAK,Pakistan,South Asia,Lower middle income,Blend
